student_id,nom,prenom,sexe,date_naissance,departement,filiere,niveau,annee_academique,ue,matiere,enseignant,note
EPL0550,SCHMITT,Sophie,M,16/11/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,10.19
EPL0551,DUPONT,Julie,F,09/01/2005,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,12.26
EPL0552,DIJOUX,Madeleine,F,17/06/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,11.53
EPL0553,DUPONT,Stéphane,F,08/02/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,15.5
EPL0554,MOREAU,Emma,F,14/04/2004,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,12.76
EPL0555,WAGNER,Lucas,M,22/09/1999,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Mme KOUADIO,13.01
EPL0556,MOREAU,Julie,M,04/08/1995,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,10.76
EPL0557,DIJOUX,Agathe,F,09/12/2001,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,10.54
EPL0558,DIJOUX,Madeleine,M,23/08/1995,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,10.7
EPL0559,ROBERT,Lucas,F,11/01/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,13.18
EPL0560,ROBERT,Lucas,F,20/10/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,10.74
EPL0561,DUPONT,Sophie,F,29/06/1998,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,12.87
EPL0562,MARTIN,Thomas,M,12/01/2006,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,18.23
EPL0563,PETIT,Stéphane,M,18/04/2007,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,14.61
EPL0564,WAGNER,Madeleine,F,27/06/2003,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,11.02
EPL0565,WAGNER,Julie,F,21/05/2001,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,15.6
EPL0566,DIJOUX,Madeleine,F,23/06/1997,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,10.78
EPL0567,PETIT,Thomas,M,11/03/2002,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,5.89
EPL0568,DELANNOY,Lucas,F,21/10/1997,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,8.98
EPL0569,DIJOUX,Danielle,F,15/11/1999,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,6.39
EPL0570,MOREAU,Danielle,F,19/10/1996,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,10.95
EPL0571,ROBERT,Thomas,M,24/04/1999,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,12.06
EPL0572,WAGNER,Sophie,F,17/07/2000,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,17.03
EPL0573,DELANNOY,Julie,M,09/08/2005,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,12.98
EPL0574,SCHMITT,Julie,M,06/09/2000,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,11.34
EPL0575,WAGNER,Agathe,M,26/09/2004,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,14.49
EPL0576,DELANNOY,Sophie,M,15/03/1995,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,5.37
EPL0577,DELANNOY,Stéphane,M,19/03/2006,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,12.71
EPL0578,DUPONT,Madeleine,M,27/10/1997,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,14.31
EPL0579,WAGNER,Danielle,F,13/01/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,7.56
EPL0580,MOREAU,Julie,F,05/03/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,15.43
EPL0581,DUPONT,Emma,F,05/03/2001,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,13.02
EPL0582,MARTIN,Lucas,F,08/03/2005,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,10.75
EPL0583,PETIT,Emma,M,12/03/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,13.9
EPL0584,MOREAU,Julie,M,08/05/2001,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,18.81
EPL0585,ROBERT,Agathe,M,29/11/1997,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,12.55
EPL0586,WAGNER,Agathe,M,22/10/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,12.74
EPL0587,DUPONT,Stéphane,M,18/04/1995,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,10.62
EPL0588,SCHMITT,Emma,F,12/04/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,9.45
EPL0589,DELANNOY,Lucas,M,04/11/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,14.49
EPL0590,BERNARD,Stéphane,M,20/10/2006,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,9.43
EPL0591,DELANNOY,Antoine,F,15/04/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,12.21
EPL0592,ROBERT,Sophie,F,19/07/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,10.57
EPL0593,DUPONT,Emma,F,28/08/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,13.44
EPL0594,ROBERT,Lucas,F,23/02/2005,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,13.0
EPL0595,PETIT,Danielle,M,08/10/2001,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,M. DADEOU,15.11
EPL0596,SCHMITT,Lucas,M,11/02/1997,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,10.47
EPL0597,MARTIN,Emma,M,23/03/2000,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,11.19
EPL0598,WAGNER,Agathe,F,27/10/2005,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,9.06
EPL0599,MARTIN,Danielle,F,04/10/1996,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,10.67
EPL0600,DELANNOY,Stéphane,M,31/07/2003,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,13.13
EPL0601,ROBERT,Antoine,M,01/05/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,14.27
EPL0602,BERNARD,Thomas,M,25/12/1999,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,9.23
EPL0603,DUPONT,Agathe,F,26/10/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,14.61
EPL0604,BERNARD,Julie,F,04/12/1997,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,16.07
EPL0605,BERNARD,Antoine,M,03/08/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,13.24
EPL0606,BERNARD,Emma,M,10/07/1997,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,17.63
EPL0607,WAGNER,Emma,F,18/07/1995,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,9.68
EPL0608,DIJOUX,Thomas,M,27/03/2000,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Mme KOUADIO,8.27
EPL0609,SCHMITT,Stéphane,M,14/06/2001,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,6.66
EPL0610,MOREAU,Thomas,M,11/06/2002,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,16.49
EPL0611,MOREAU,Antoine,M,31/05/1995,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,13.96
EPL0612,MARTIN,Stéphane,F,10/03/1996,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,11.83
EPL0613,MARTIN,Emma,M,06/06/1995,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Prof TRAORE,12.84
EPL0614,DELANNOY,Emma,F,03/12/2006,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,8.62
EPL0615,SCHMITT,Danielle,M,15/11/2006,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,19.34
EPL0616,DIJOUX,Danielle,F,22/11/2002,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,12.39
EPL0617,MARTIN,Sophie,M,13/06/2007,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,12.33
EPL0618,DIJOUX,Agathe,F,05/09/2006,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,14.18
EPL0619,DIJOUX,Sophie,F,21/05/2002,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,13.44
EPL0620,ROBERT,Stéphane,M,06/12/2001,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,12.67
EPL0621,PETIT,Madeleine,F,09/07/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,9.63
EPL0622,SCHMITT,Emma,F,22/03/2004,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,13.41
EPL0623,DELANNOY,Madeleine,M,03/08/1995,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,17.65
EPL0624,SCHMITT,Emma,M,09/09/2005,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,16.04
EPL0625,BERNARD,Thomas,F,31/01/1998,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,16.78
EPL0626,SCHMITT,Lucas,F,29/12/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,10.47
EPL0627,MOREAU,Antoine,F,15/04/2002,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,9.03
EPL0628,PETIT,Sophie,F,03/11/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,11.62
EPL0629,SCHMITT,Stéphane,F,18/11/1995,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.17
EPL0630,MOREAU,Sophie,F,31/05/2001,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,15.28
EPL0631,SCHMITT,Julie,M,25/05/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,6.92
EPL0632,PETIT,Julie,M,26/10/2003,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,16.59
EPL0633,MOREAU,Antoine,M,13/03/2005,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,11.53
EPL0634,DELANNOY,Agathe,M,29/01/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,10.72
EPL0635,ROBERT,Antoine,M,30/06/2003,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,8.96
EPL0636,PETIT,Madeleine,M,30/03/1998,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,7.04
EPL0637,MOREAU,Lucas,M,21/08/1997,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,14.47
EPL0638,MOREAU,Thomas,F,11/03/2007,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Prof TRAORE,12.22
EPL0639,MOREAU,Thomas,F,28/11/2004,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,8.13
EPL0640,ROBERT,Stéphane,M,23/02/1999,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,8.11
EPL0641,DIJOUX,Danielle,F,05/06/2002,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,10.99
EPL0642,DIJOUX,Lucas,M,19/03/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,17.01
EPL0643,DUPONT,Emma,F,08/07/1996,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,11.22
EPL0644,DELANNOY,Lucas,F,27/10/2006,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,7.49
EPL0645,PETIT,Julie,M,06/11/2005,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,11.26
EPL0646,ROBERT,Antoine,F,28/11/1997,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,11.18
EPL0647,PETIT,Stéphane,F,05/05/1999,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,3.91
EPL0648,DELANNOY,Stéphane,F,14/04/2004,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,11.84
EPL0649,WAGNER,Lucas,F,09/07/1996,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,11.31
EPL0650,DUPONT,Emma,F,05/10/2007,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,14.09
EPL0651,DUPONT,Thomas,F,19/10/1995,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,17.55
EPL0652,MOREAU,Julie,F,16/05/2005,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,15.38
EPL0653,ROBERT,Danielle,M,14/12/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,11.19
EPL0654,MARTIN,Danielle,F,01/06/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,8.68
EPL0655,DELANNOY,Lucas,F,17/09/1995,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,19.72
EPL0656,DUPONT,Thomas,F,06/11/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.18
EPL0657,SCHMITT,Stéphane,M,14/12/2004,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,12.04
EPL0658,DUPONT,Thomas,F,05/05/2002,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,11.93
EPL0659,SCHMITT,Thomas,F,19/09/2006,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,12.59
EPL0660,PETIT,Agathe,F,21/06/2005,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,11.57
EPL0661,PETIT,Lucas,M,13/03/2002,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,10.28
EPL0662,DUPONT,Thomas,M,11/02/2001,Génie Civil,GC Bâtiment,L3,2025-2026,UE201,Résistance des matériaux,Mme KOUADIO,10.36
EPL0663,PETIT,Julie,M,20/08/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,11.9
EPL0664,MARTIN,Antoine,M,04/11/1998,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,10.37
EPL0665,MOREAU,Danielle,M,26/08/1995,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,9.86
EPL0666,DELANNOY,Sophie,F,06/01/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,12.32
EPL0667,WAGNER,Julie,M,11/06/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,11.24
EPL0668,MOREAU,Lucas,F,21/07/2005,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,M. DADEOU,16.51
EPL0669,BERNARD,Madeleine,F,14/04/2002,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,4.05
EPL0670,DELANNOY,Emma,F,06/05/2005,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,15.27
EPL0671,DELANNOY,Sophie,M,23/04/2002,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,15.74
EPL0672,PETIT,Sophie,M,19/06/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,5.78
EPL0673,DUPONT,Stéphane,F,06/10/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,10.97
EPL0674,DELANNOY,Antoine,F,25/07/1997,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,10.89
EPL0675,DIJOUX,Lucas,F,24/07/1996,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,7.78
EPL0676,SCHMITT,Agathe,M,12/02/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,9.67
EPL0677,ROBERT,Lucas,F,18/12/2007,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,8.67
EPL0678,PETIT,Lucas,F,21/09/2002,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,17.26
EPL0679,MARTIN,Danielle,F,24/04/2007,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,14.81
EPL0680,MARTIN,Danielle,M,06/09/2004,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,15.81
EPL0681,BERNARD,Sophie,M,21/11/1998,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,14.17
EPL0682,BERNARD,Madeleine,F,25/10/1997,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Mme KOUADIO,8.61
EPL0683,MOREAU,Sophie,M,24/11/1996,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,10.43
EPL0684,DIJOUX,Thomas,F,20/05/2007,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,13.47
EPL0685,BERNARD,Antoine,M,18/12/2007,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,8.33
EPL0686,PETIT,Emma,M,07/11/1995,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,14.14
EPL0687,MOREAU,Agathe,M,22/10/2006,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,11.28
EPL0688,MOREAU,Agathe,F,08/03/1996,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,10.88
EPL0689,MOREAU,Antoine,F,10/06/2004,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,14.13
EPL0690,PETIT,Lucas,F,18/05/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,13.33
EPL0691,MARTIN,Antoine,M,07/06/2001,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,M. DADEOU,10.92
EPL0692,MARTIN,Madeleine,F,04/03/2001,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Prof TRAORE,15.48
EPL0693,DIJOUX,Thomas,F,07/12/1998,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,8.76
EPL0694,SCHMITT,Emma,M,03/04/1998,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,13.85
EPL0695,WAGNER,Thomas,M,24/09/1999,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,13.78
EPL0696,SCHMITT,Madeleine,F,11/12/2003,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,M. DADEOU,11.07
EPL0697,BERNARD,Thomas,F,04/04/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,12.98
EPL0698,BERNARD,Emma,M,08/03/1997,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,8.25
EPL0699,MARTIN,Lucas,M,22/09/2000,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Prof TRAORE,14.77
EPL0700,PETIT,Stéphane,F,13/01/1999,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,11.45
EPL0701,BERNARD,Agathe,M,01/01/2005,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,10.43
EPL0702,SCHMITT,Danielle,M,10/04/1996,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,15.15
EPL0703,PETIT,Madeleine,F,12/09/2007,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,9.89
EPL0704,MARTIN,Thomas,M,03/03/2005,Informatique,Intelligence Artificielle,M1,2025-2026,UE401,Machine Learning,Mme KOUADIO,7.77
EPL0705,DELANNOY,Lucas,M,02/08/2003,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,M. DADEOU,7.33
EPL0706,DIJOUX,Thomas,M,11/01/2006,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,Mme KOUADIO,13.82
EPL0707,DIJOUX,Julie,F,25/11/1999,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,8.16
EPL0708,SCHMITT,Agathe,M,25/10/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,17.26
EPL0709,DIJOUX,Danielle,M,04/10/2003,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,5.75
EPL0710,SCHMITT,Julie,F,21/09/2005,Informatique,Intelligence Artificielle,L3,2025-2026,UE302,Base de données,Mme KOUADIO,17.09
EPL0711,BERNARD,Thomas,M,21/09/2007,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,12.63
EPL0712,SCHMITT,Agathe,F,28/12/2006,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,11.71
EPL0713,WAGNER,Madeleine,M,14/08/2003,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,10.37
EPL0714,DUPONT,Thomas,M,27/10/2004,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,13.2
EPL0715,SCHMITT,Antoine,M,21/12/2005,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,Prof TRAORE,11.89
EPL0716,MOREAU,Danielle,M,11/08/2002,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,M. DADEOU,15.31
EPL0717,DELANNOY,Stéphane,F,13/01/2007,Génie Civil,GC Bâtiment,L2,2025-2026,UE102,Électricité,Prof TRAORE,12.34
EPL0718,DIJOUX,Thomas,M,27/07/2005,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Mme KOUADIO,12.45
EPL0719,DIJOUX,Danielle,F,08/03/1997,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,10.91
EPL0720,MOREAU,Antoine,M,31/05/1996,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,M. DADEOU,11.83
EPL0721,DELANNOY,Antoine,M,19/03/2002,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,M. DADEOU,12.92
EPL0722,DELANNOY,Agathe,F,03/03/1998,Informatique,Génie Logiciel,M1,2025-2026,UE401,Machine Learning,M. DADEOU,6.87
EPL0723,WAGNER,Antoine,M,28/12/1997,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,M. DADEOU,7.96
EPL0724,DELANNOY,Danielle,M,09/01/1999,Génie Civil,GC Travaux Publics,L3,2025-2026,UE201,Résistance des matériaux,Prof TRAORE,14.23
EPL0725,DIJOUX,Stéphane,M,28/01/2001,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,Mme KOUADIO,12.51
EPL0726,PETIT,Danielle,M,19/03/2006,Réseaux & Télécoms,Télécommunications,L2,2025-2026,UE202,Transmission de données,M. DADEOU,11.45
EPL0727,SCHMITT,Julie,M,22/04/1999,Génie Civil,GC Bâtiment,M1,2025-2026,UE301,Mathématiques,Prof TRAORE,12.06
EPL0728,ROBERT,Stéphane,F,01/09/1999,Informatique,Génie Logiciel,L3,2025-2026,UE302,Base de données,Mme KOUADIO,13.04
EPL0729,MOREAU,Thomas,M,01/08/1998,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,M. DADEOU,10.38
EPL0730,WAGNER,Sophie,F,01/07/2002,Réseaux & Télécoms,Télécommunications,L1,2025-2026,UE101,Réseaux de base,Prof TRAORE,9.67
EPL0731,SCHMITT,Julie,M,18/07/1998,Génie Civil,GC Travaux Publics,M1,2025-2026,UE301,Mathématiques,Mme KOUADIO,12.59
EPL0732,WAGNER,Thomas,F,25/05/2004,Génie Civil,GC Travaux Publics,L2,2025-2026,UE102,Électricité,M. DADEOU,9.06
